First Team,First Week,Second Team,Second Week,Score
Stratford,Week3,South Run,Week5,222.0 South Run - 198.0 Stratford
Springfield,Week1,Orange Hunt,Week4,336.0 Orange Hunt - 24.0 Springfield
Sully Station,Week1,Commonwealth,Week1,219.0 Commonwealth - 201.0 Sully Station
Stratford,Week5,Fox Hunt,Week5,309.0 Fox Hunt - 102.0 Stratford
Springfield,Week2,Overlee,Week2,350.0 Overlee - 13.0 Springfield
Stratford,Week3,South Run,Week4,242.0 South Run - 178.0 Stratford
Sully Station,Week5,Chesterbrook,Week1,388.0 Chesterbrook - 32.0 Sully Station
Stratford,Week3,Lake Braddock,Week2,269.0 Stratford - 151.0 Lake Braddock
Stratford,Week2,Lake Braddock,Week2,284.0 Stratford - 136.0 Lake Braddock
Stratford,Week3,Virginia Hills,Week2,257.0 Virginia Hills - 163.0 Stratford
Springfield,Week4,Shouse Village,Week5,301.5 Shouse Village - 83.5 Springfield
Springfield,Week4,Shouse Village,Week1,289.0 Shouse Village - 92.0 Springfield
Stratford,Week3,Long Branch,Week3,251.0 Stratford - 169.0 Long Branch
Stratford,Week4,Mansion House,Week1,250.0 Stratford - 170.0 Mansion House
Stratford,Week1,Fox Mill Estates,Week4,312.0 Stratford - 106.0 Fox Mill Estates
Springfield,Week5,Shouse Village,Week2,287.0 Shouse Village - 89.0 Springfield
Sully Station,Week4,Chesterbrook,Week2,369.0 Chesterbrook - 51.0 Sully Station
Sully Station,Week2,Chesterbrook,Week4,397.0 Chesterbrook - 23.0 Sully Station
Stratford,Week4,South Run,Week4,235.0 South Run - 185.0 Stratford
Stratford,Week4,Lake Braddock,Week5,263.0 Stratford - 157.0 Lake Braddock
Stratford,Week1,Fox Hunt,Week4,307.0 Fox Hunt - 113.0 Stratford
Stratford,Week5,Virginia Run,Week3,207.0 Stratford - 204.0 Virginia Run
Springfield,Week4,Shouse Village,Week4,295.0 Shouse Village - 91.0 Springfield
Stratford,Week4,Virginia Hills,Week4,265.5 Virginia Hills - 154.5 Stratford
Springfield,Week5,Orange Hunt,Week4,330.0 Orange Hunt - 49.0 Springfield
Stratford,Week5,Mansion House,Week1,273.0 Stratford - 138.0 Mansion House
Stratford,Week5,Mansion House,Week3,235.0 Stratford - 176.0 Mansion House
Stratford,Week4,South Run,Week1,211.0 South Run - 209.0 Stratford
Stratford,Week1,Fox Hunt,Week1,294.0 Fox Hunt - 125.0 Stratford
Stratford,Week1,South Run,Week2,232.0 South Run - 188.0 Stratford
Springfield,Week4,Orange Hunt,Week2,347.0 Orange Hunt - 41.0 Springfield
Springfield,Week4,Orange Hunt,Week1,335.0 Orange Hunt - 48.0 Springfield
Stratford,Week4,Lake Braddock,Week1,292.0 Stratford - 128.0 Lake Braddock
Stratford,Week1,Lakevale Estates,Week1,217.0 Stratford - 203.0 Lakevale Estates
Stratford,Week1,South Run,Week4,239.0 South Run - 181.0 Stratford
Stratford,Week1,Mansion House,Week2,215.0 Stratford - 205.0 Mansion House
Sully Station,Week3,Chesterbrook,Week3,376.0 Chesterbrook - 44.0 Sully Station
Springfield,Week5,Shouse Village,Week5,303.0 Shouse Village - 72.0 Springfield
Stratford,Week3,Virginia Run,Week5,242.0 Virginia Run - 178.0 Stratford
Stratford,Week3,Fox Hunt,Week4,310.0 Fox Hunt - 110.0 Stratford
Stratford,Week5,Virginia Run,Week5,207.0 Stratford - 204.0 Virginia Run
Sully Station,Week2,Chesterbrook,Week1,385.5 Chesterbrook - 34.5 Sully Station
Springfield,Week1,Sideburn Run,Week1,293.0 Sideburn Run - 63.0 Springfield
Stratford,Week4,South Run,Week5,229.0 South Run - 191.0 Stratford
Stratford,Week4,Fox Hunt,Week1,286.0 Fox Hunt - 134.0 Stratford
Stratford,Week4,Mansion House,Week2,222.0 Stratford - 198.0 Mansion House
Stratford,Week5,South Run,Week3,217.0 Stratford - 194.0 South Run
Springfield,Week5,McLean,Week2,350.0 McLean - 29.0 Springfield
Sully Station,Week1,Chesterbrook,Week1,385.0 Chesterbrook - 35.0 Sully Station
Stratford,Week5,South Run,Week2,213.0 South Run - 198.0 Stratford
Springfield,Week5,Orange Hunt,Week2,336.0 Orange Hunt - 43.0 Springfield
Stratford,Week4,Fox Hunt,Week4,304.0 Fox Hunt - 116.0 Stratford
Springfield,Week2,Orange Hunt,Week4,321.0 Orange Hunt - 42.0 Springfield
Stratford,Week1,Mansion House,Week3,220.0 Stratford - 199.0 Mansion House
Springfield,Week1,Sideburn Run,Week2,298.0 Sideburn Run - 61.0 Springfield
Stratford,Week5,Lake Braddock,Week2,273.0 Stratford - 137.0 Lake Braddock
Springfield,Week2,Mosby Woods,Week5,302.0 Mosby Woods - 62.0 Springfield
Stratford,Week4,Virginia Hills,Week5,236.0 Virginia Hills - 184.0 Stratford
Springfield,Week1,Sideburn Run,Week3,296.0 Sideburn Run - 63.0 Springfield
Stratford,Week4,Lake Braddock,Week4,250.0 Stratford - 170.0 Lake Braddock
Stratford,Week3,Fox Hunt,Week2,296.0 Fox Hunt - 124.0 Stratford
Sully Station,Week4,Chesterbrook,Week5,393.0 Chesterbrook - 27.0 Sully Station
Stratford,Week1,Virginia Run,Week2,218.0 Virginia Run - 201.0 Stratford
Stratford,Week2,Mansion House,Week5,240.0 Mansion House - 180.0 Stratford
Springfield,Week1,Orange Hunt,Week5,344.0 Orange Hunt - 15.0 Springfield
Springfield,Week5,Orange Hunt,Week3,349.0 Orange Hunt - 30.0 Springfield
Stratford,Week5,Long Branch,Week3,248.0 Stratford - 162.0 Long Branch
Stratford,Week1,South Run,Week1,210.0 Stratford - 208.0 South Run
Stratford,Week2,Fox Hunt,Week2,299.0 Fox Hunt - 121.0 Stratford
Springfield,Week4,Mosby Woods,Week2,294.0 Mosby Woods - 94.0 Springfield
Springfield,Week1,Sideburn Run,Week4,281.0 Sideburn Run - 78.0 Springfield
Stratford,Week5,Virginia Hills,Week4,232.0 Virginia Hills - 179.0 Stratford
Stratford,Week5,Long Branch,Week4,243.0 Stratford - 168.0 Long Branch
Stratford,Week2,Virginia Hills,Week2,237.0 Virginia Hills - 183.0 Stratford
Stratford,Week4,Long Branch,Week5,229.0 Stratford - 191.0 Long Branch
Stratford,Week5,Somerset-Olde Creek,Week5,217.0 Stratford - 185.0 Somerset-Olde Creek
Sully Station,Week1,Chesterbrook,Week3,375.0 Chesterbrook - 45.0 Sully Station
Stratford,Week5,Lake Braddock,Week5,262.0 Stratford - 149.0 Lake Braddock
Stratford,Week2,Fox Hunt,Week5,330.0 Fox Hunt - 90.0 Stratford
Stratford,Week1,Virginia Run,Week4,221.0 Stratford - 197.0 Virginia Run
Springfield,Week1,Sleepy Hollow B & R,Week2,326.0 Sleepy Hollow B & R - 34.0 Springfield
Springfield,Week5,Mosby Woods,Week4,307.0 Mosby Woods - 72.0 Springfield
Stratford,Week3,Fox Hunt,Week1,285.0 Fox Hunt - 135.0 Stratford
Springfield,Week5,McLean,Week3,357.0 McLean - 22.0 Springfield
Stratford,Week2,Lakevale Estates,Week1,211.0 Lakevale Estates - 209.0 Stratford
Stratford,Week5,South Run,Week4,231.0 South Run - 180.0 Stratford
Sully Station,Week3,Chesterbrook,Week1,384.0 Chesterbrook - 36.0 Sully Station
Sully Station,Week2,Chesterbrook,Week2,382.0 Chesterbrook - 38.0 Sully Station
Springfield,Week2,Orange Hunt,Week3,334.0 Orange Hunt - 30.0 Springfield
Sully Station,Week3,Chesterbrook,Week4,393.0 Chesterbrook - 27.0 Sully Station
Springfield,Week1,Mosby Woods,Week5,311.0 Mosby Woods - 49.0 Springfield
Sully Station,Week3,Chesterbrook,Week2,377.0 Chesterbrook - 43.0 Sully Station
Sully Station,Week4,Chesterbrook,Week1,380.0 Chesterbrook - 40.0 Sully Station
Springfield,Week2,Orange Hunt,Week2,330.0 Orange Hunt - 34.0 Springfield
Stratford,Week4,Virginia Hills,Week3,244.0 Virginia Hills - 176.0 Stratford
Springfield,Week5,Mosby Woods,Week5,308.0 Mosby Woods - 71.0 Springfield
Stratford,Week3,Mansion House,Week5,230.0 Mansion House - 190.0 Stratford
Stratford,Week4,Fox Hunt,Week2,291.5 Fox Hunt - 128.5 Stratford
Stratford,Week1,Lakevale Estates,Week5,220.0 Lakevale Estates - 198.0 Stratford
Stratford,Week1,Virginia Run,Week3,228.0 Virginia Run - 190.0 Stratford
Stratford,Week3,Lake Braddock,Week1,288.0 Stratford - 132.0 Lake Braddock
Stratford,Week2,Mansion House,Week4,250.0 Mansion House - 170.0 Stratford
Stratford,Week2,Mansion House,Week3,215.0 Stratford - 205.0 Mansion House
Stratford,Week1,Springboard,Week5,255.5 Springboard - 164.5 Stratford
Stratford,Week1,Springboard,Week1,215.0 Springboard - 204.0 Stratford
Stratford,Week3,Fox Hunt,Week3,294.0 Fox Hunt - 126.0 Stratford
Springfield,Week2,Sideburn Run,Week5,298.0 Sideburn Run - 65.0 Springfield
Stratford,Week5,Virginia Hills,Week5,223.5 Virginia Hills - 187.5 Stratford
Springfield,Week2,Sideburn Run,Week1,284.0 Sideburn Run - 79.0 Springfield
Stratford,Week2,Fox Hunt,Week4,317.0 Fox Hunt - 103.0 Stratford
Springfield,Week2,Mosby Woods,Week4,303.0 Mosby Woods - 61.0 Springfield
Springfield,Week2,Mount Vernon Park,Week2,310.5 Mount Vernon Park - 52.5 Springfield
Springfield,Week1,Overlee,Week1,346.0 Overlee - 13.0 Springfield
Stratford,Week4,Mansion House,Week5,233.0 Mansion House - 187.0 Stratford
Stratford,Week3,Springboard,Week3,224.0 Springboard - 195.0 Stratford
Stratford,Week5,Lake Braddock,Week4,256.0 Stratford - 155.0 Lake Braddock
Sully Station,Week4,Commonwealth,Week2,220.0 Commonwealth - 200.0 Sully Station
Stratford,Week3,Fox Hunt,Week5,324.0 Fox Hunt - 96.0 Stratford
Stratford,Week4,Mansion House,Week4,255.0 Mansion House - 165.0 Stratford
Stratford,Week2,Virginia Run,Week3,229.0 Virginia Run - 189.0 Stratford
Stratford,Week2,Lake Braddock,Week4,259.0 Stratford - 161.0 Lake Braddock
Stratford,Week4,Fox Hunt,Week3,292.0 Fox Hunt - 128.0 Stratford
Stratford,Week2,Springboard,Week4,253.0 Springboard - 167.0 Stratford
Stratford,Week1,Virginia Run,Week5,238.0 Virginia Run - 181.0 Stratford
Springfield,Week4,Orange Hunt,Week3,349.0 Orange Hunt - 39.0 Springfield
Stratford,Week2,Springboard,Week5,273.0 Springboard - 147.0 Stratford
Springfield,Week4,Sideburn Run,Week2,277.0 Sideburn Run - 111.0 Springfield
Sully Station,Week5,Chesterbrook,Week3,377.0 Chesterbrook - 43.0 Sully Station
Springfield,Week1,Mount Vernon Park,Week5,329.0 Mount Vernon Park - 31.0 Springfield
Springfield,Week4,Orange Hunt,Week5,356.0 Orange Hunt - 32.0 Springfield
Stratford,Week2,Virginia Run,Week4,230.0 Stratford - 189.0 Virginia Run
Stratford,Week3,Springboard,Week5,267.0 Springboard - 153.0 Stratford
Sully Station,Week1,Chesterbrook,Week2,376.0 Chesterbrook - 44.0 Sully Station
Stratford,Week2,Lakevale Estates,Week3,224.0 Stratford - 195.0 Lakevale Estates
Springfield,Week4,Orange Hunt,Week4,335.0 Orange Hunt - 53.0 Springfield
Springfield,Week5,McLean,Week5,354.0 McLean - 25.0 Springfield
Stratford,Week5,Fox Hunt,Week1,274.0 Fox Hunt - 137.0 Stratford
Springfield,Week2,Sideburn Run,Week4,275.0 Sideburn Run - 88.0 Springfield
Stratford,Week1,Mansion House,Week1,258.0 Stratford - 161.0 Mansion House
Stratford,Week2,Lakevale Estates,Week2,215.0 Lakevale Estates - 203.0 Stratford
Stratford,Week1,Mansion House,Week4,248.0 Mansion House - 172.0 Stratford
Stratford,Week2,Virginia Run,Week5,234.0 Virginia Run - 181.0 Stratford
Stratford,Week2,Lakevale Estates,Week4,242.0 Stratford - 177.0 Lakevale Estates
Stratford,Week1,Springboard,Week3,223.0 Springboard - 195.0 Stratford
Springfield,Week2,Mosby Woods,Week1,295.0 Mosby Woods - 69.0 Springfield
Springfield,Week5,Sideburn Run,Week5,293.0 Sideburn Run - 86.0 Springfield
Sully Station,Week4,Chesterbrook,Week3,367.0 Chesterbrook - 53.0 Sully Station
Stratford,Week3,Virginia Run,Week1,222.0 Stratford - 197.0 Virginia Run
Stratford,Week5,Fox Hunt,Week2,276.0 Fox Hunt - 135.0 Stratford
Stratford,Week3,Lakevale Estates,Week1,211.0 Stratford - 209.0 Lakevale Estates
Springfield,Week2,Orange Hunt,Week1,318.0 Orange Hunt - 46.0 Springfield
Stratford,Week3,Mansion House,Week2,226.5 Stratford - 193.5 Mansion House
Sully Station,Week2,Chesterbrook,Week3,378.0 Chesterbrook - 42.0 Sully Station
Sully Station,Week2,Chesterbrook,Week5,395.0 Chesterbrook - 25.0 Sully Station
Stratford,Week4,Springboard,Week2,232.0 Springboard - 188.0 Stratford
Stratford,Week1,Fox Mill Estates,Week2,314.0 Stratford - 104.0 Fox Mill Estates
Springfield,Week5,Orange Hunt,Week5,352.0 Orange Hunt - 27.0 Springfield
Springfield,Week1,Mosby Woods,Week1,308.0 Mosby Woods - 51.0 Springfield
Springfield,Week1,Sleepy Hollow B & R,Week1,321.0 Sleepy Hollow B & R - 39.0 Springfield
Stratford,Week3,Virginia Run,Week2,224.0 Virginia Run - 196.0 Stratford
Stratford,Week1,Mansion House,Week5,247.0 Mansion House - 173.0 Stratford
Springfield,Week1,Sideburn Run,Week5,299.0 Sideburn Run - 60.0 Springfield
Stratford,Week3,Mansion House,Week4,241.0 Mansion House - 179.0 Stratford
Stratford,Week3,Lakevale Estates,Week4,235.0 Stratford - 184.0 Lakevale Estates
Stratford,Week4,Springboard,Week5,267.0 Springboard - 153.0 Stratford
Sully Station,Week1,Chesterbrook,Week4,390.0 Chesterbrook - 30.0 Sully Station
Stratford,Week3,Mansion House,Week1,255.0 Stratford - 164.0 Mansion House
Sully Station,Week5,Cardinal Hill,Week5,290.0 Cardinal Hill - 130.0 Sully Station
Stratford,Week3,Virginia Run,Week4,216.0 Virginia Run - 203.0 Stratford
Stratford,Week2,Fox Hunt,Week1,297.0 Fox Hunt - 123.0 Stratford
Stratford,Week4,Virginia Run,Week1,222.0 Stratford - 198.0 Virginia Run
Stratford,Week2,Fox Hunt,Week3,300.0 Fox Hunt - 120.0 Stratford
Springfield,Week4,Sideburn Run,Week1,284.0 Sideburn Run - 104.0 Springfield
Stratford,Week2,Springboard,Week1,228.0 Springboard - 192.0 Stratford
Stratford,Week3,Virginia Run,Week3,237.0 Virginia Run - 181.0 Stratford
Stratford,Week3,Lakevale Estates,Week3,227.5 Stratford - 191.5 Lakevale Estates
Springfield,Week5,McLean,Week4,349.0 McLean - 30.0 Springfield
Stratford,Week1,Fox Mill Estates,Week3,310.0 Stratford - 94.0 Fox Mill Estates
Stratford,Week2,Mansion House,Week1,252.0 Stratford - 167.0 Mansion House
Springfield,Week5,Sideburn Run,Week2,275.0 Sideburn Run - 104.0 Springfield
Stratford,Week3,Lakevale Estates,Week2,217.0 Lakevale Estates - 201.0 Stratford
Sully Station,Week5,Chesterbrook,Week2,378.0 Chesterbrook - 42.0 Sully Station
Springfield,Week2,Orange Hunt,Week5,340.0 Orange Hunt - 24.0 Springfield
Stratford,Week1,Springboard,Week2,236.0 Springboard - 182.0 Stratford
Stratford,Week2,Springboard,Week3,228.0 Springboard - 191.0 Stratford
Springfield,Week5,Orange Hunt,Week1,330.0 Orange Hunt - 49.0 Springfield
Stratford,Week1,Fox Mill Estates,Week5,289.0 Stratford - 128.0 Fox Mill Estates
Stratford,Week2,Fox Mill Estates,Week1,295.0 Stratford - 106.0 Fox Mill Estates
Sully Station,Week3,Chesterbrook,Week5,394.5 Chesterbrook - 25.5 Sully Station
Springfield,Week1,Overlee,Week2,348.0 Overlee - 8.0 Springfield
Stratford,Week3,Springboard,Week1,221.0 Springboard - 199.0 Stratford
Sully Station,Week1,Chesterbrook,Week5,396.0 Chesterbrook - 24.0 Sully Station
Stratford,Week4,Virginia Run,Week2,215.0 Stratford - 205.0 Virginia Run
Stratford,Week4,Fox Hunt,Week5,317.0 Fox Hunt - 103.0 Stratford
Springfield,Week4,Sideburn Run,Week3,283.0 Sideburn Run - 105.0 Springfield
Stratford,Week1,Lakeview,Week1,250.0 Lakeview - 170.0 Stratford
Springfield,Week1,Overlee,Week4,356.0 Overlee - 3.0 Springfield
Springfield,Week1,Mosby Woods,Week4,317.0 Mosby Woods - 43.0 Springfield
Springfield,Week4,Sideburn Run,Week5,296.0 Sideburn Run - 92.0 Springfield
Stratford,Week5,Long Branch,Week1,255.0 Stratford - 155.0 Long Branch
Stratford,Week3,Springboard,Week4,230.0 Springboard - 190.0 Stratford
Stratford,Week3,Lakevale Estates,Week5,225.0 Lakevale Estates - 194.0 Stratford
Stratford,Week5,Long Branch,Week5,243.0 Stratford - 168.0 Long Branch
Stratford,Week2,Virginia Run,Week2,220.0 Virginia Run - 200.0 Stratford
Springfield,Week5,Sideburn Run,Week1,275.0 Sideburn Run - 104.0 Springfield
Stratford,Week4,Virginia Run,Week3,217.0 Virginia Run - 203.0 Stratford
Springfield,Week1,Sleepy Hollow B & R,Week4,298.0 Sleepy Hollow B & R - 60.0 Springfield
Stratford,Week1,Lakeview,Week2,264.0 Lakeview - 154.0 Stratford
Stratford,Week5,Long Branch,Week2,263.0 Stratford - 147.0 Long Branch
Springfield,Week4,Mosby Woods,Week1,303.0 Mosby Woods - 85.0 Springfield
Springfield,Week1,Sleepy Hollow B & R,Week5,327.0 Sleepy Hollow B & R - 33.0 Springfield
Stratford,Week4,Virginia Run,Week4,220.0 Stratford - 200.0 Virginia Run
Springfield,Week2,Overlee,Week1,351.0 Overlee - 13.0 Springfield
Sully Station,Week4,Chesterbrook,Week4,385.0 Chesterbrook - 35.0 Sully Station
Stratford,Week2,Lakeview,Week2,273.0 Lakeview - 146.0 Stratford
Stratford,Week4,Lakeview,Week3,253.0 Lakeview - 149.0 Stratford
Sully Station,Week5,Chesterbrook,Week5,394.0 Chesterbrook - 26.0 Sully Station
Stratford,Week2,Mansion House,Week2,217.0 Stratford - 203.0 Mansion House
Stratford,Week5,Fox Hunt,Week3,275.0 Fox Hunt - 136.0 Stratford
Stratford,Week3,Springboard,Week2,237.0 Springboard - 182.0 Stratford
Springfield,Week2,Mosby Woods,Week2,278.0 Mosby Woods - 85.0 Springfield
Stratford,Week5,Fox Hunt,Week4,289.0 Fox Hunt - 122.0 Stratford
Stratford,Week1,Springboard,Week4,238.0 Springboard - 182.0 Stratford
Springfield,Week2,Overlee,Week3,350.0 Overlee - 14.0 Springfield
Springfield,Week2,Overlee,Week4,356.0 Overlee - 8.0 Springfield
Stratford,Week3,Mansion House,Week3,232.0 Stratford - 188.0 Mansion House
Stratford,Week2,Fox Mill Estates,Week2,329.0 Stratford - 90.0 Fox Mill Estates
Sully Station,Week1,Commonwealth,Week3,230.0 Commonwealth - 184.0 Sully Station
Stratford,Week1,Fox Mill Estates,Week1,290.0 Stratford - 110.0 Fox Mill Estates
Springfield,Week4,Mosby Woods,Week4,320.0 Mosby Woods - 68.0 Springfield
Stratford,Week4,Springboard,Week1,214.0 Stratford - 206.0 Springboard
Stratford,Week4,Virginia Run,Week5,228.0 Virginia Run - 192.0 Stratford
Stratford,Week4,Springboard,Week3,233.5 Springboard - 186.5 Stratford
Stratford,Week4,Lakevale Estates,Week4,258.0 Stratford - 162.0 Lakevale Estates
Stratford,Week5,Virginia Run,Week1,236.0 Stratford - 175.0 Virginia Run
Springfield,Week2,Sideburn Run,Week2,282.5 Sideburn Run - 79.5 Springfield
Stratford,Week4,Mansion House,Week3,221.0 Stratford - 199.0 Mansion House
Sully Station,Week1,Commonwealth,Week2,218.0 Commonwealth - 201.0 Sully Station
Stratford,Week5,Virginia Run,Week2,223.0 Stratford - 188.0 Virginia Run
Stratford,Week5,Donaldson Run,Week5,286.0 Donaldson Run - 125.0 Stratford
Stratford,Week2,Lakeview,Week5,264.0 Lakeview - 156.0 Stratford
Sully Station,Week2,Commonwealth,Week1,213.0 Sully Station - 207.0 Commonwealth
Springfield,Week4,Mosby Woods,Week5,312.0 Mosby Woods - 76.0 Springfield
Stratford,Week5,Mansion House,Week2,235.0 Stratford - 176.0 Mansion House
Springfield,Week1,Sleepy Hollow B & R,Week3,325.0 Sleepy Hollow B & R - 35.0 Springfield
Sully Station,Week1,Commonwealth,Week4,250.0 Commonwealth - 170.0 Sully Station
Springfield,Week2,Overlee,Week5,356.0 Overlee - 8.0 Springfield
Stratford,Week2,Fox Mill Estates,Week4,316.0 Stratford - 103.0 Fox Mill Estates
Stratford,Week4,Springboard,Week4,225.0 Springboard - 195.0 Stratford
Stratford,Week2,Lakeview,Week3,249.0 Lakeview - 153.0 Stratford
Stratford,Week2,Fox Mill Estates,Week3,312.0 Stratford - 93.0 Fox Mill Estates
Stratford,Week2,Springboard,Week2,257.5 Springboard - 161.5 Stratford
Springfield,Week5,Mosby Woods,Week1,297.0 Mosby Woods - 82.0 Springfield
Stratford,Week5,Virginia Run,Week4,220.0 Stratford - 191.0 Virginia Run
Stratford,Week3,Dowden Terrace,Week1,234.0 Dowden Terrace - 175.0 Stratford
Stratford,Week5,Mansion House,Week4,213.0 Mansion House - 198.0 Stratford
Stratford,Week2,Fox Mill Estates,Week5,304.0 Stratford - 114.0 Fox Mill Estates
Stratford,Week5,Springboard,Week1,207.0 Stratford - 203.0 Springboard
Stratford,Week1,Wakefield Chapel,Week3,331.0 Wakefield Chapel - 89.0 Stratford
Stratford,Week1,Wakefield Chapel,Week2,314.0 Wakefield Chapel - 106.0 Stratford
Stratford,Week4,Lakevale Estates,Week5,223.5 Lakevale Estates - 195.5 Stratford
Sully Station,Week2,Commonwealth,Week2,231.0 Commonwealth - 189.0 Sully Station
Stratford,Week1,Mantua,Week2,268.0 Mantua - 152.0 Stratford
Springfield,Week1,Parklawn,Week4,338.0 Parklawn - 22.0 Springfield
Stratford,Week3,Fox Mill Estates,Week1,273.0 Stratford - 127.0 Fox Mill Estates
Springfield,Week2,Sleepy Hollow B & R,Week1,324.0 Sleepy Hollow B & R - 40.0 Springfield
Springfield,Week1,Mosby Woods,Week2,284.0 Mosby Woods - 75.0 Springfield
Stratford,Week4,Donaldson Run,Week2,292.0 Donaldson Run - 128.0 Stratford
Stratford,Week1,Lakeview,Week4,262.0 Lakeview - 158.0 Stratford
Sully Station,Week2,Commonwealth,Week3,236.0 Commonwealth - 184.0 Sully Station
Stratford,Week1,Mantua,Week1,255.0 Mantua - 160.0 Stratford
Stratford,Week5,Lakevale Estates,Week2,228.0 Stratford - 183.0 Lakevale Estates
Springfield,Week4,Sideburn Run,Week4,271.0 Sideburn Run - 117.0 Springfield
Stratford,Week5,Donaldson Run,Week1,268.0 Donaldson Run - 143.0 Stratford
Stratford,Week5,Mansion House,Week5,211.0 Mansion House - 200.0 Stratford
Stratford,Week3,Donaldson Run,Week3,317.0 Donaldson Run - 103.0 Stratford
Stratford,Week3,Fox Mill Estates,Week4,291.0 Stratford - 128.0 Fox Mill Estates
Stratford,Week2,Wakefield Chapel,Week3,339.0 Wakefield Chapel - 81.0 Stratford
Sully Station,Week3,Commonwealth,Week1,219.0 Sully Station - 201.0 Commonwealth
Springfield,Week4,Overlee,Week5,371.0 Overlee - 17.0 Springfield
Springfield,Week2,Sideburn Run,Week3,281.0 Sideburn Run - 83.0 Springfield
Springfield,Week5,Mosby Woods,Week2,268.0 Mosby Woods - 110.0 Springfield
Stratford,Week3,Lakeview,Week1,250.0 Lakeview - 170.0 Stratford
Sully Station,Week3,Commonwealth,Week2,219.0 Commonwealth - 201.0 Sully Station
Stratford,Week1,Wakefield Chapel,Week4,341.0 Wakefield Chapel - 79.0 Stratford
Springfield,Week5,Sideburn Run,Week3,269.0 Sideburn Run - 110.0 Springfield
Stratford,Week2,Wakefield Chapel,Week2,323.0 Wakefield Chapel - 97.0 Stratford
Stratford,Week1,Mantua,Week3,274.0 Mantua - 146.0 Stratford
Stratford,Week5,Donaldson Run,Week4,290.0 Donaldson Run - 121.0 Stratford
Stratford,Week2,Donaldson Run,Week5,305.0 Donaldson Run - 115.0 Stratford
Springfield,Week1,Parklawn,Week1,327.0 Parklawn - 33.0 Springfield
Stratford,Week3,Fox Mill Estates,Week3,293.5 Stratford - 111.5 Fox Mill Estates
Stratford,Week5,Lakevale Estates,Week4,249.0 Stratford - 161.0 Lakevale Estates
Stratford,Week1,Mantua,Week4,278.0 Mantua - 142.0 Stratford
Stratford,Week3,Fox Mill Estates,Week2,302.0 Stratford - 117.0 Fox Mill Estates
Sully Station,Week3,Commonwealth,Week4,253.0 Commonwealth - 167.0 Sully Station
Stratford,Week1,Mantua,Week5,288.0 Mantua - 132.0 Stratford
Stratford,Week4,Donaldson Run,Week3,289.0 Donaldson Run - 131.0 Stratford
Stratford,Week3,Lakeview,Week2,249.0 Lakeview - 170.0 Stratford
Stratford,Week3,Fox Mill Woods,Week4,255.0 Stratford - 164.0 Fox Mill Woods
Stratford,Week4,Mantua,Week1,253.0 Mantua - 167.0 Stratford
Springfield,Week5,Sideburn Run,Week4,275.0 Sideburn Run - 102.0 Springfield
Stratford,Week3,Lakeview,Week4,268.0 Lakeview - 152.0 Stratford
Springfield,Week4,Parklawn,Week5,345.0 Parklawn - 43.0 Springfield
Stratford,Week1,Wakefield Chapel,Week1,319.0 Wakefield Chapel - 101.0 Stratford
Stratford,Week3,Donaldson Run,Week5,322.5 Donaldson Run - 97.5 Stratford
Sully Station,Week2,Commonwealth,Week4,259.0 Commonwealth - 161.0 Sully Station
Springfield,Week2,Sleepy Hollow B & R,Week2,321.0 Sleepy Hollow B & R - 43.0 Springfield
Springfield,Week1,Mount Vernon Park,Week1,330.0 Mount Vernon Park - 26.0 Springfield
Stratford,Week2,Wakefield Chapel,Week5,342.0 Wakefield Chapel - 78.0 Stratford
Stratford,Week2,Mantua,Week1,260.0 Mantua - 153.0 Stratford
Sully Station,Week1,Commonwealth,Week5,233.0 Commonwealth - 183.0 Sully Station
Stratford,Week5,Lakevale Estates,Week5,219.0 Stratford - 192.0 Lakevale Estates
Stratford,Week5,Fox Mill Estates,Week5,306.0 Stratford - 101.0 Fox Mill Estates
Stratford,Week1,Dowden Terrace,Week2,237.0 Dowden Terrace - 183.0 Stratford
Springfield,Week1,Mount Vernon Park,Week3,330.0 Mount Vernon Park - 29.0 Springfield
Stratford,Week4,Fox Mill Estates,Week1,297.0 Stratford - 105.0 Fox Mill Estates
Stratford,Week3,Donaldson Run,Week1,307.0 Donaldson Run - 113.0 Stratford
Stratford,Week3,Wakefield Chapel,Week1,311.0 Wakefield Chapel - 109.0 Stratford
Springfield,Week4,Overlee,Week4,376.0 Overlee - 12.0 Springfield
Springfield,Week2,Sleepy Hollow B & R,Week4,302.0 Sleepy Hollow B & R - 60.0 Springfield
Springfield,Week5,Overlee,Week4,371.0 Overlee - 8.0 Springfield
Stratford,Week2,Wakefield Chapel,Week1,324.0 Wakefield Chapel - 96.0 Stratford
Springfield,Week1,Mount Vernon Park,Week2,325.0 Mount Vernon Park - 34.0 Springfield
Stratford,Week3,Lakeview,Week5,270.0 Lakeview - 150.0 Stratford
Sully Station,Week3,Commonwealth,Week3,220.0 Commonwealth - 200.0 Sully Station
Stratford,Week4,Donaldson Run,Week5,305.0 Donaldson Run - 115.0 Stratford
Stratford,Week5,Mantua,Week1,244.0 Mantua - 166.0 Stratford
Springfield,Week2,Sleepy Hollow B & R,Week3,321.5 Sleepy Hollow B & R - 41.5 Springfield
Sully Station,Week2,Commonwealth,Week5,245.0 Commonwealth - 174.0 Sully Station
Stratford,Week5,Lakevale Estates,Week3,235.0 Stratford - 174.0 Lakevale Estates
